Main_Category,Course_Title,Description,Course_Content,Lecturers_name
Development,Level Up in Auto Layout - Swift & iOS,How to build iOS applications in Swift using Auto Layout,How to layout UI components that will adjust for size and orientation. How to leverage Auto Layout to layout and design beautiful apps. Auto Layout programmatically (no Interface Builder here),Jonathan Rasmusson
Development,Instagram Firestore App Clone | Swift 5 + iOS 14 | MVVM,"Build an Instagram iOS App Clone with Cloud Firestore, Swift 5, iOS 14 & No Storyboards","Build an Instagram clone with iOS 14, Swift 5 & Firestore without the use of storyboards. Modified MVVM Architecture. Build a social network (Posts, Notifications, Following, Likes etc.)",Stephan Dowless
Development,How to Make a Freaking iPhone App - iOS 11 and Swift 4,iPhone App Development from scratch. Learn how to make iOS apps using Xcode 9. Including CoreML and ARKit!,Create Fully Functional iOS 11 Apps. Develop a Solid Understanding of Swift 4. Learn ARKit and CoreML,Nick Walter
Development,"How To Make App For Iphone, Android, Kindle Without Coding","Iphone, Ipad, Amazon Kindle & Android Applications development tutorial with no technical skills required!",learn how to make apps for iphone. learn how to make apps for iPad. learn how to make apps for Android,Maksym V
Development,Learn the Newest and EASIEST React Native Stack,"A full-stack mobile app tutorial with Hasura easy backend, GraphQL, Apollo, Expo, Auth0, and React Hooks.","Create a full-stack mobile todo app with React Native, GraphQL and Apollo. Jump-start your app with Hasura: online Postgres database, no backend code!. Test your app with Expo on your mobile phone",Sezgi Beck
Development,MERN Stack E-Commerce App using React Native & Redux Toolkit,"MERN Stack Ecommerce App using React Native, Node.Js, Express.Js, MongoDB, and Redux Toolkit",Building scalable cross platform application. Creating Custom Hooks. Custom Error Handling,Abhishek singh
Development,"FullStack Web Development with ReactJS, ReactNative, Angular","Full Stack Web Development with React JS, React Native, Angular, NodeJS, MongoDB and Learn Mobile App Development","Learn how to build single page applications with React JS. Learn components, props, states and component life cycle methods in React JS. Create reusable React Components",Oak Academy. OAK Academy Team
Development,React Native with Typescript - The Practical Guide (2022),"Create an app in React Native - from basic knowledge to working app. Learn React Native components, Typescript, and more",Create a working app made in React Native & Typescript. Understand React Native in practical and fun way. Use gained knowledge to create your own applications,Eincode by Filip Jerga. Filip Jerga
Development,Mobile and Web Development with React and React Native,"Learn React with React JS, React Native, Router, Hooks and Context course and dive deeper into React Native",Dive in React JS and Native. Learn how to build single page applications with React JS. Learn to connect to an external API,Oak Academy. OAK Academy Team
Development,React Native Complete Guide 2023: Zero to Mastery,"Everything about React Native - build cross-platform enterprise apps, incl. Hooks, Redux, Firebase, Rest API, Publishing","Learn the Javascript and React Native basics for mobile app development on Android & iOS. Learn to build both bare React Native and Expo apps, and reveal the differences between React Native CLI & Expo. Learn using React Hooks & React Context (useState, useEffect, useContext, useSelector, useDispatch, etc.)",Elina Hovakimyan
Development,"React Native, Redux & Express - Full Stack React Native","Learn to build full-stack apps with MERN: React Native, Redux for front-end and Node, Express, MongoDB for backend.","React Native From Basics to Advanced. Real world API building with Node JS, Typescript, Express, Mongodb. Easy state management with Redux Toolkit",Niraj Dhungana
Development,Dart Beginner to Advance course [With null safety] || 2023,[Beginners] The complete beginner Dart programming language course for Flutter developers .,"Writing first dart program. Operators, variable, Built-in-types. Functions, Control flow statement",ANMOL GUPTA
Development,Effective Dart interview questions,Learn Effective Dart Through Assessment-Based Learning,Effective Dart: Style. Effective Dart: Documentation. Effective Dart: Usage,Giorgi Nadiradze
Development,Scalable Application Development with Dart,Master the art of building scalable and efficient applications with Dart,Learn how to develop scalable web applications using Dart programming language. Understand the principles of building efficient and maintainable code with Dart. Explore the concept of scalability in application development and how Dart supports it,Full Knowledge IT
Development,Object-Oriented Programming (OOP) Dart/Flutter,Be a better Dart and Flutter developer by learning OOP,Object-Oriented Programming (OOP). Abstraction. Encapsulation,Richard Dewan
Development,Dart Programming course for Beginners,Learn the Fundamentals of the Dart Programming Language,"Understand the fundamental concepts and syntax of the Dart language, including variables, data types, operators, and control structures.. Create and use functions and objects in Dart, including defining and calling functions, working with object-oriented programming, and using classes.. Understand and implement asynchronous programming in Dart using Futures and async/await.",Awais Jamil
Development,Swift Essentials - Learn Swift 2.1 Step by Step,Learn the basics of new language that will help you go on to programme on Apple iOS 9 and Mac OSX,Video walkthroughs showing you how to use Swift. Work with Xcode's new .playground file,Nick Walter
Development,Introduction to iOS Game Development with SpriteKit & Swift,Develop your first iOS game using the SpriteKit framework and Swift. A Jump'N'Run with countless awesome features!,Thoroughly understand the SpriteKit framework. Learn about different Node classes. Learn about SKPhysics & SKActions,Timothy Meixner. Johannes Ruof
Development,"iOS 8 and Swift - How to Make a ""Freaking"" iPhone App ","Using Xcode and Swift, learn how to develop real world iOS apps for the App Store. No programming experience required!","You will have apps you created in the App Store. You will make apps that use GPS, the camera and the microphone. You will make a social networking app",Nick Walter
Development,The Complete iOS11 Swift4 Development Course - Build 28 Apps,Use Xcode 9 & Swift 4 to make great apps. Learn CoreML (Machine Learning) & ARKit (Artificial Reality) for iOS 11,Be able to develop simple and complex iPhone apps. Write clean and functional codes in Swift. Become proficient Xcode developer,Dee Aliyu Odumosu
Development,Instagram Clone App | Swift 4 +Firebase | Push Notifications,Create a complete working version of Instagram using Swift 4 and Firebase without the use of storyboards!,"By the end of this course students will have a strong foundation in advanced mobile app development skills, as well as front and back end engineering",Stephan Dowless
Development,iOS / OSX Game Development - From Start to Store in Swift,Learn to create amazing games from scratch in minimal time by properly understanding the SpriteKit framework and Swift.,Use Xcode to create apps. Understand and read Swift code. Build games using the SpriteKit framework,Neil North
Development,"Android : E-Commerce App using Kotlin, PHP and Paypal API",Build online food order app using Kotlin and Let users pay online using Paypal,Understand Kotlin Programming Language from Scratch. Implement OOP concepts in Kotlin. Create PHP web service connected to MySQL database,Dhoyazan Adbo Othman
