Main_Category,Course_Title,Description,Course_Content,Lecturers_name
Development,HTML5 + CSS3 + Bootstrap: The Beginner Web Design Course,Quickly learn HTML5 and CSS3 + Bootstrap - the basics of Web Development - to design your own responsive websites.,"You will learn how to build a custom website with HTML, CSS, and Boostrap. You will learn real-world skills to build professional and modern websites. You will learn the basic building blocks to becoming a web developer",Phil Ebiner. Nick Walter. Video School
Development,How to Create A Website: An HTML Tutorial and CSS Tutorial,Learn How To Make Websites - HTML - CSS - Flexbox - Transitions - Animations - SVGs - The Box Model - CSS Specificity,Build beautiful webpages using today's best practices. Understand the importance of performance and build performant websites. Acquire an outstanding foundation in the fundamentals of web programming,Todd McLeod
Development,Learn CSS - For Beginners,Learn to Work with Cascading Style Sheets,"Parts of a CSS Rule. CSS DIVS. CSS Selectors, Classes, Spans",YouAccel Training
Development,"Learn How To Build Amazing Websites w/ HTML, CSS and Sass","Learn how to build professional websites & become a front-end developer! [Includes 2 Web Projects, Flexbox, Grid, & SEO]","How to build amazing websites: professional, beautiful and responsive. Learn the skills needed to become a front-developer. Learn the fundamentals of web design",Juan E. Galvan. Nahid Akhter
Development,CSS3 and Bootstrap for Absolute Beginners : 4 courses in 1,"Learn CSS3, Bootstrap from Scratch using step by step process",Will able to code responsive web using CSS. Will able to code responsive web using Bootstrap. Will be able to design & develop responsive web page,Creative Online School
Development,Learn HTML5 Programming From Scratch,A Complete HTML5 Programming Course for Beginners,"By the end of the course you will be able to create full fledged HTML5 websites . You will be able to use features like Drag and Drop, Geo location and Web Storage to create immersible user experience. . You will have through understanding of both HTML and CSS",Eduonix Learning Solutions
Development,1 Hour HTML,Learn how to code in HTML in 1 hour. This class is set up for complete beginners!,Learn the basics of programming. Learn HTML. Give you a platform for furthur development,John Bura
Development,Learn HTML - For Beginners,Lean how to create web pages using HTML,How to Code in HTML. Structure of an HTML Page. Text Formatting in HTML,YouAccel Training
Development,The Complete Guide to HTML,Go From Beginner To HTML Master In A Single Day!,Create well-structured web pages with HTML. Create complex HTML forms. Understand web accessibility and create accessible webpages,Colt Steele
Development,The Complete HTML5 Course: From Beginning to Expert,"Master yourself in HTML5: Interactive way, step by step and easy to follow. Great for Absolute Beginners!!",Will be proficient on HTML5 from Basic to Advanced. Will be able to create amazing site using HTML5. Will be able to work with Audio and Video in HTML5,Creative Online School
Development,Practical HTML in 85 Minutes,Learn Practical HTML by Creating Web Pages from Scratch,You will be confident on how web pages work together. You will understand how things are being used in HTML. You will realize that you need about 20% HTML knowledge to create 80% of your website pages,Zeeshan Arshad
Development,HTML Email Mastery - Build Responsive Email Templates 2024,Build Responsive Dark Mode Friendly HTML Email Templates tested on 86+ email clients including Outlook in 2024!,"Learn Responsive HTML Email Development in 2024, from Absolute Beginner to Mastery!. Build HTML Emails that Render 100% Across 86+ Email Clients Including Windows Outlook.. Learn to Develop HTML Emails that are Mobile Friendly with CSS Media Queries.",Drew Ryan
Development,Create your first portfolio and host it live - for beginners,"Design and build websites using html, css, javascript and typescript from scratch for absolute beginners.",Develop static website. Apply styles using css. Introduction to JavaScript,Manzoor Ahmed
Development,HTML5 Essentials for Beginners,Discover the essentials of HTML5 during this 1 hour crash course.,Discover the differences between HTML4 and HTML5. Learn the different elements and attributes of the tags used in HTML5. Find out about the support HTML5 offers for the latest multimedia,Simon Sez IT
Development,HTML - Introduction to HTML Web Development,Learn HTML and Master the Building Blocks of HTML Web Development,Build HTML Pages from Start to Finish. Learn What HTML Tags are and How to Use Them. Learn How to Customize HTML Elements Using Attributes,Kyle Pew. Office Newb
Development,The Complete HTML & CSS Course - From Novice To Professional,In this Course Students will be able to learn a Complete HTML & CSS Course taking them From Novice To Professional,"Make websites using HTML & CSS. Understand HTML & CSS coding. learn some advance languages like HTML5 & CSS3, PHP, ASP.net",Joe Parys. Shahzaib Kamal. Joe Parys Support
Development,.NET Core MVC - The Complete Guide 2024 [E-commerce] [.NET8],"Build real world e-commerce application using ASP.NET Core MVC, Entity Framework Core and ASP.NET Core Identity.",Learn structure of ASP NET MVC Core (.NET 8) Project. Learn structure of ASP NET Core (.NET 8) Razor Project. Learn basic fundamentals of ASP NET MVC Core (.NET 8),Bhrugen Patel
Development,Complete guide to building an app with .Net Core and React,"The complete guide to building an app from start to finish using .Net 7.0, React 18 (with Typescript) and Mobx","Learn how to build an application from start to publishing with .Net Core (v2.2), React (with Typescript) and Mobx. How to build a Web API in .Net Core with Clean Architecture using the CQRS + Mediator pattern. How to use AutoMapper and MediatR packages in the .Net projects",Neil Cummings
Development,.NET Core Microservices - The Complete Guide (.NET 8 MVC),"Learn Microservices architecture with .NET Core MVC(.NET 8), Entity Framework Core, .NET Identity with Azure Service Bus",.NET Core Microservices - The Complete Guide (.NET 8 MVC). Implementing 7 microservices using .NET 8. .NET API with Authentication and Authorization,DotNet Mastery. Bhrugen Patel
Development,Build ASP.NET Core Web API - Scratch To Finish (.NET8 API),"Use C# and Build an ASP.NET Core Web API with Entity Framework Core, SQL Server, Authentication, Authorization | .NET8","Learn, Understand and Create ASPNET Core Web API From Scratch using .NET8. Building scalable REST APIs from scratch using ASPNET CORE and C#. Learn and Apply Entity Framework Core to perform CRUD operations on a SQL Server database",Sameer Saini
Development,.NET 7 Web API & Entity Framework Jumpstart,"Build the back-end of a .NET 7 web application with a Web API, Entity Framework 7 & SQL Server in no time!","Build a complete .NET 7 back-end with Web API, Entity Framework Core, SQL Server. Implement Token Authentication with JSON Web Tokens & Roles. Utilize all three types of relationships in your database: one-to-one, one-to-many, many-to-many",Patrick God
Development,Asp.Net Core 8 (.NET 8)  | True Ultimate Guide,"ASP .NET Core 6, 7 &amp; 8 | Asp.Net Core Projects | Bootcamp | Advanced | Interview Questions | Web API | MVC","Confidently speak about most of the basic, intermediate and advanced concepts of Asp .Net Core. Crack Asp .Net Core job interviews easier. Strong Foundation of MVC Architecture Pattern and root level concepts of Asp .Net Core",Web University by Harsha Vardhan
Development,Asp.Net MVC 5 - Ultimate Guide - In depth & Sample Project,"Asp.Net Mvc, Asp.Net Core Mvc, Repository Pattern, Web Api, Asp.Net Identity, Entity Framework",Confidently speak about MVC Architecture. Crack Asp .Net Mvc job interviews easier. Solve most common bugs and issues in Asp .Net Mvc applications,Web University by Harsha Vardhan
